"volume","retweets","reply","questions","links","numFollowers","numFollowees","swear","I","we","they","himher","positive","negative","depbinary"
98.7607169325929,7.46438553323969,2.35976525116712,4.29824998020194,33.5018341615796,444.232400739565,41.3900738116354,0.112233313824981,0.490164656471461,0.567603374505416,0.0069337694440037,0.30064977449365,0.423150052409619,0.172290170332417,"0"
108.378204241162,32.9056852613576,4.02955248951912,2.84225642448291,22.0526925101876,945.237397449091,64.728494673036,0.0135081565007567,0.0101579690817744,0.870971399918199,0.526418083580211,0.160818938864395,0.564840240171179,0.436714820796624,"0"
127.656405615853,32.196152897086,0.89714580331929,1.41448178794235,31.3910487201065,855.91021575965,20.2891111839563,0.281844708509743,0.385190440434962,0.763645667769015,0.300644553033635,0.990046200575307,0.638890071120113,0.400084871565923,"0"
120.378780679312,47.3900578450412,0.467091440223157,0.855464732740074,4.00898611173034,425.483731785789,153.165537365712,0.0953147409483791,0.144920724118128,0.40454538105987,0.507000774377957,0.111476986436173,0.742955591902137,0.411596409860067,"0"
127.487099268474,33.1678222632036,2.50616617733613,0.423943981295452,24.9589166231453,393.644066061825,47.1241240482777,0.393632548488677,0.0875498598441482,0.655110605387017,0.512505616527051,0.240605118684471,0.715637247264385,0.134450499899685,"0"
80.5635068856645,32.8224476077594,1.92738582962193,4.54887275351211,33.5654230602086,197.35621381551,69.0266136266291,0.0775634466670454,0.577638893947005,0.40451921694912,0.553255597129464,0.744981688214466,0.834750986564905,0.298036749009043,"0"
114.561734114541,0.919585884548724,3.46313692978583,2.41734318435192,13.268032008782,832.099135033786,30.3120290162042,0.124052519164979,0.290777820255607,0.986023928876966,0.306675162399188,0.418217199854553,0.845585052389652,0.413630302180536,"0"
71.0741488006897,25.7407309254631,0.907991094281897,3.08514061034657,8.15972790122032,362.313613761216,134.667605403811,0.211899565346539,0.417697353009135,0.513575662765652,0.613795744022354,0.0513584546279162,0.44089345834218,0.332677357830107,"0"
116.578660187079,26.6676653292961,1.93466238677502,1.43852788372897,14.4050551019609,10.7532450929284,36.1728427140042,0.397116596531123,0.530087294150144,0.509195033879951,0.350757237756625,0.427407165290788,0.499126056861132,0.462060673744418,"0"
134.296485879458,7.05341295106336,0.572829922894016,4.56711565610021,9.185621868819,898.419007658958,59.0055038128048,0.0460962316952646,0.452836642507464,0.722956754267216,0.0438416658435017,0.214487958932295,0.905564876366407,0.261005846201442,"0"
58.0831259407569,4.11500640911981,4.03714644256979,2.94444036087953,7.93829451315105,434.560570633039,5.44077339582145,0.278839562181383,0.365691554965451,0.7807298572734,0.119135181885213,0.32385937217623,0.976508654793724,0.174729595310055,"0"
113.16150212544,14.9419248220511,3.43750219326466,0.647087164688855,1.61896416917443,280.446602031589,82.5467882724479,0.120456996932626,0.463707787496969,0.557795458287001,0.311870353296399,0.226356255123392,0.473190988181159,0.0435335314832628,"0"
74.3951065337751,4.94059398770332,0.895605550613254,1.46899811108597,3.10523984953761,174.356220057234,22.625185106881,0.064736052043736,0.207352708373219,0.448699735011905,0.511838620761409,0.051087450934574,0.798074123542756,0.387185246217996,"0"
